station,dttm,lon,lat,temp,sal,fluor,moon_phase,moon_mode,tow_dist,biomass,biodens,myct_num,myct_vol,ceph_num,ceph_vol,nekt_other_num,nekt_other_vol,nekt_total_num,nekt_total_vol,nekt_info,halo_num,gelat_num,gelat_vol,gelat_info,plas_pieces,plas_pellets,plas_density,tow_desc,cruise
S237-011-NT,2011-10-09T10:50:00.000Z,-127.31166666666667,28.491666666666667,21.1,34.2,0.1,94,set,1485.066,20,0.013467414916239413,0,0,0,0,0,0,0,0,0,0,9,NA,9 Egg Sacks 2ml,0,0,NA,"Small gelatinous matter, a lot of small fish larvae, many blue copepods",S237
S237-012-NT,2011-10-09T23:58:00.000Z,-128.14833333333334,28.03,21.1,34.08,0.1,98,risen,1055.008,39,0.03696654432952167,0,0,0,0,0,0,0,0,0,0,7,NA,"1 polycheateworm, 3 Egg sacks,1 cheatagnath, 2 salps",0,0,NA,"Mostly gelatinous with a couple salps. Many red and blue copepods, with many brown specs",S237
S237-013-NT,2011-10-10T13:03:00.000Z,-128.785,27.701666666666668,21,33.95,0.1,98,set,2584.037,24,0.0092877927057546,0,0,1,1,0,0,1,1,0,5,0,NA,0,7,0,NA,"Not much here, nothing over 2 cm.",S237
S237-014-NT,2011-10-10T22:54:00.000Z,-129.39666666666668,27.446666666666665,21.4,34.32,0.1,98,risen,1570.093,19,0.012101194005705394,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"one larger (2-3cm) light colored fish, some pinkish crustaceans, large fraction clear gelatinous organisms",S237
S237-015-NT,2011-10-11T11:34:00.000Z,-129.41166666666666,26.575,21.7,34.55,0.1,100,risen,2501.127,19,0.007596575463780928,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,NA,Mostly crustaceans and gelatinous biomass.  Most obvious organism is a jelly in the pristine bucket.,S237
S237-016-NT,2011-10-12T00:02:00.000Z,-129.31333333333333,25.69,21.8,34.45,0.1,100,risen,2314.387,22,0.009505756815951696,2,1.5,0,0,0,0,2,1.5,0,21,0,NA,NA,2,0,NA,"Many blue copepods, small gelatinous goo",S237
S237-017-NT,2011-10-12T13:03:00.000Z,-129.39166666666668,24.811666666666667,22.1,34.81,0.1,100,set,2224.059,157,0.0705916524696512,0,0,0,0,0,0,0,0,0,6,0,NA,0,110,0,NA,"lots of biomass, including lots of velella and other blue lady organisms.  No big stuff, but lots of plastics",S237
S237-018-NT,2011-10-12T22:49:00.000Z,-129.29,24.13,22.1,34.63,0.1,98,risen,1392.349,45,0.03231948311809755,0,0,0,0,0,0,0,0,0,0,9,NA,"2 Ctenophores,3mL , 1 Salp .5mL, 1 pyrosome 1mL , 2 egg sacks .5mL, 3 cheatignaths .5mL",0,0,NA,Mostly gelatinous with red and blue organisims scattered throughout,S237
S237-019-NT,2011-10-13T11:16:00.000Z,-129.26833333333335,23.421666666666667,22.3,34.64,0.1,98,set,2018,31,0.015361744301288404,0,0,0,0,1,1,1,1,1 nudibranch,3,2,NA,"1 siphonophore, 1 egg mass, .5",15,0,NA,Large number of jelly matter and 2 dozen small blue organisms swimming; large amount of macroplastics; large number of transparent organisms with orange eyes,S237
S237-020-NT,2011-10-14T00:00:00.000Z,-129.335,22.825,22.7,34.292,0.1,95,risen,2539.8,132,0.05197259626742263,0,0,0,0,2,0.1,2,0.1,"2 thin dark fish, 2-3 cm ea",52,0,NA,NA,11,0,NA,"Filled with gelatinous material, crustaceans, many halobates and 2 nudibranchs. Much of the matter is bioluminescent. One large salp is noticeable.",S237
S237-021-NT,2011-10-14T12:39:00.000Z,-129.385,21.65,23.4,34.34,0.1,95,set,2372,36,0.01517706576728499,0,0,0,0,8,0.5,8,0.5,8 silver fish,71,0,NA,NA,8,0,NA,Lots of janthina and halobates and a large moth,S237
S237-022-NT,2011-10-14T22:46:00.000Z,-129.35833333333332,20.881666666666668,23.6,34.6,0.1,95,risen,1448,116,0.08011049723756906,0,0,0,0,2,0.2,2,0.2,"2 fish, silver with black backs",1,20,NA,"12 ctenophores (28.5mL), 1 salp (2.5) 5 pyrosomes (45) 2 egg sacs (5)",0,0,NA,"Mostly gelatinous with lots of ctenophores, several large pyrosomes, and several janthina. Several egg sacs were present as well",S237
S237-023-NT,2011-10-15T11:11:00.000Z,-129.46833333333333,19.23,24.2,34.65,0.1,90,set,1829,37,0.020229633679606344,0,0,0,0,0,0,0,0,0,7,0,NA,0,3,0,NA,In the pristine bucket there are several halobates.  It looks to have no plastic or tar.  The contents of the rinse bucket appears to be pinkish in color mostly unsure of species,S237
S237-024-NT,2011-10-16T00:00:00.000Z,-129.43333333333334,18.275,24.5,34.82,1.1,83,risen,1262,26,0.020602218700475437,1,0.25,0,0,6,0.25,7,0.5,"2 long amphipods(6cm), 4 long narrow silvery fish, .1mL",18,7,NA,"1 medusa(1ml), 3 Ctenophore (4.5ml), 3 Siphonophore(2ml)",0,0,NA,"Sweet jellies, Very biolominescent, a lot of structured gelatinous organisms a lot of red speckeled jelly, overall a gooey and exciting tow.",S237
S237-025-NT,2011-10-16T13:09:00.000Z,-129.59166666666667,17.145,26.2,34.93,1,83,set,1439.064,14,0.009728545776977257,0,0,0,0,0,0,0,0,0,10,2,NA,"1 siphonophore, 1 fish egg mass",1,0,NA,"Pinkish grey, lots of gelatinous matter, lots of fish egg mass, and a surprizing # of Halobates for a day tow",S237
S237-026-NT,2011-10-16T22:51:00.000Z,-129.65666666666667,16.548333333333332,25.6,34.96,1.1,83,risen,1414.7,15,0.01060295469004029,0,0,0,0,0,0,0,0,0,27,2,NA,2 Salps,2,0,NA,"Large # of ostracod,1 Large halobates, lots of gelatinous organisims",S237
S237-027-NT,2011-10-17T11:32:00.000Z,-129.63166666666666,15.631666666666666,26.8,34.6,1.1,76,set,2051.233,3.5,0.001706290801678795,0,0,0,0,0,0,0,0,0,8,0,NA,0,0,0,NA,"saw many porpita, 5 physilia anda1 megalopae. Small volume of organisms, lots of small stuff, nothing over 2cm",S237
S237-028-NT,2011-10-18T00:06:00.000Z,-129.79166666666666,14.581666666666667,26.9,34.67,1.2,67,risen,1841,17,0.009234111895708854,5,1,1,0.5,0,0,6,1.5,0,9,29,NA,"27 siphonophores, 2 medusae",1,0,NA,"Very gelatinous, mostly siphonophores, some physalia",S237
S237-029-NT,2011-10-18T13:35:00.000Z,-129.94333333333333,13.831666666666667,27.3,34.5,1.1,67,set,1151.51,6,0.0052105496261430646,0,0,0,0,0,0,0,0,0,2,0,NA,0,1,0,NA,Lots of blue zooplankton,S237
S237-030-NT,2011-10-18T23:05:00.000Z,-129.965,13.063333333333333,27.2,34.02,1.5,67,set,1749,41,0.023441966838193252,0,0,0,0,1,0.5,1,0.5,small spotted fish,0,7,NA,"3 salps 3ml, 4 siphonophores 2ml",0,0,NA,"lots fo swimming small fish little physalia floating in rinse bucket, when condensed it looks blackish with specks of sandy colored organisms",S237
S237-031-NT,2011-10-19T12:21:00.000Z,-129.995,12.258333333333333,27.6,34.22,1.1,57,set,1373,7,0.005098324836125273,0,0,0,0,0,0,0,0,NA,1,0,NA,NA,0,0,NA,Extremely blue--mostly copepods. Little to no gelatinous matter.,S237
S237-032-NT,2011-10-19T23:45:00.000Z,-130.16333333333333,11.681666666666667,27.7,33.98,1.3,30,risen,1853.74,28,0.015104599350502228,9,11,0,0,0,0,9,11,0,7,6,NA,siphonophores,0,0,NA,"Two large propitas floating, lots of smaller organisms, a lot of blue organisms and a bird feather",S237
S237-033-NT,2011-10-20T13:09:00.000Z,-130.42833333333334,11.07,27.8,33.8,1.4,46,set,3430,55.5,0.016180758017492712,0,0,0,0,0,0,0,0,0,7,2,NA,"1 Medusa, 1 porpita",15,0,NA,"Some gelatinous material,  but mostly copepods and porpita, physalia, and small fish",S237
S237-034-NT,2011-10-20T23:40:00.000Z,-130.825,10.666666666666666,27.4,33.23,4,36,set,3330.875,104,0.03122302698239952,2,0.5,0,0,0,0,2,0.5,0,21,5,NA,"3 salps, 3.5ml; 1 siphonophore, .2ml 1 physalia <1mL",14,0,NA,"Very blue lots od copepods and crusteacans swimming on top.  Not much gelatinous, most everything was very small",S237
S237-035-NT,2011-10-21T11:27:00.000Z,-131.19166666666666,10.001666666666667,27.5,33.735,1.9,36,set,1650.739,10,0.006057892858895319,0,0,0,0,NA,0,0,0,0,7,0,NA,0,3,0,NA,"Mostly dark blue in color, overall small organisms with blue lady floaters and one piece of plasticthat was styrofoam",S237
S237-036-NT,2011-10-21T22:10:00.000Z,-131.725,10.526666666666667,27.4,33.83,3.2,36,set,2162.982,53,0.024503208995729046,36,25,0,0,2,7,38,32,2 flying fish 7ml,28,10,NA,"10 salps,16ml,1 siphonophore .5ml",0,0,NA,Pink and blue mush with iradescent sparkles(fish scales) a ton of myctophids and two flying fish,S237
S237-037-NT,2011-10-22T00:42:00.000Z,-131.75333333333333,10.498333333333333,27.3,27.33,3.4,25,set,2156.7,115,0.0533222052209394,38,36,0,0,0,0,38,36,0,2,12,NA,"3 salps 56mL, 9 siphonophores 4ml",0,0,NA,"Lots of biomass with tons of fish, brownish in overall color",S237
S237-038-NT,2011-10-22T04:05:00.000Z,-131.99,10.383333333333333,27.6,33.65,3.4,26,risen,1355.528,43,0.03172195631517755,1,0.8,6,0.7,0,0,7,1.5,0,17,2,NA,salps,1,0,NA,"pale in color, a lot of small floating dark browm amphipods",S237
S237-039-NT,2011-10-22T14:02:00.000Z,-132.61,10.616666666666667,27.5,33.77,1.3,25,risen,1517,71,0.04680290046143705,0,0,0,0,0,0,0,0,NA,0,5,NA,"1 Porpita, 4 physalia",0,0,NA,"primaraly blue copepods, litle gelatinous matter,  7 small pysilia, 5 small porpita",S237
S237-040-NT,2011-10-23T00:17:00.000Z,-133.33833333333334,10.701666666666666,27.3,33.57,3.2,25,set,1347.756,25,0.01854935166306067,3,2,0,0,0,0,3,2,3 myctophids,11,7,NA,7 siphonophores,0,0,NA,"Pink gelatinous with a few siphonophores, halobates, and myctophids",S237
S237-041-NT,2011-10-23T11:35:00.000Z,-134.225,10.806666666666667,27,33.67,1.9,25,risen,1430,26,0.01818181818181818,0,0,0,0,0,0,0,0,0,3,1,NA,1 porpita,0,0,NA,dark blue mostly w small amts of pale pink organisms look like mostly blue copepods and pther small organisms,S237
S237-042-NT,2011-10-24T00:18:00.000Z,-134.88333333333333,10.888333333333334,26.7,33.66,4.6,16,risen,1411.1,32,0.02267734391609383,5,1,0,0,0,0,5,1,5 Myctophids,5,4,NA,4 Siphonophores,1,0,NA,Few things floating,S237
S237-043-NT,2011-10-24T13:28:00.000Z,-135.75333333333333,11.328333333333333,26.4,33.7,2.1,8,set,2129.464,1,4.6960174015620834e-4,0,0,0,0,0,0,0,0,0,1,1,NA,physalia,0,0,NA,"Many myctophids, one physalia, and same small (<2cm) fish larvae",S237
S237-045-NT,2011-10-24T23:04:00.000Z,-136.46,11.506666666666666,25.4,34.02,5.2,8,set,2300,81,0.035217391304347825,4,2,0,0,0,0,4,2,0,11,25,NA,23salps and 2 medusa,0,0,NA,"biomass blue and pink, muchof volume gelatinous",S237
S237-046-NT,2011-10-25T12:35:00.000Z,-137.65166666666667,11.713333333333333,25.4,34.24,2.3,3,set,2860,20,0.006993006993006993,0,0,0,0,0,0,0,0,NA,0,7,NA,"3 Physalia-2mL, 1 Porpita -2mL, 3salps- 4mL",2,0,NA,"It was pink,w/ lots of blue. There were lots of big critters, some smaller ones too. Some of them fluoresced, the gellies did not, overall, this tow looked like snot",S237
S237-047-NT,2011-10-26T00:02:00.000Z,-138.86166666666668,12.335,26.29,34,5.1,0,set,1902.91,13,0.006831642063996721,1,1.5,0,0,0,0,1,1.5,0,0,209,NA,"202salp 390ml, 2 ctenophores 2.1ml, 3 siphonophore 1ml, 2 physalia 1.5ml",2,0,NA,"a lot of salps, blue and pink with a few squirming shrimp",S237
S237-048-NT,2011-10-26T13:12:00.000Z,-139.6,12.761666666666667,27.1,33.98,1.6,0,set,2228.527,8.7,0.0039039239820742575,0,0,0,0,0,0,0,0,0,5,3,NA,porpita,5,0,NA,"lots of porpita, physalia and nudibranch, mostly small biomass but wuith several plastic pieces, halobates and small fish.  One large plastic piece",S237
S237-049-NT,2011-10-26T23:06:00.000Z,-140.37666666666667,13.18,26.9,34.22,1.85,0,risen,1639.178,54,0.032943341113655746,0,0,0,0,2,1,2,1,"Viper fish .3ml, Flying fish .7ml",7,15,NA,"3 pyrosomes 6.5ml, 12 salps 8ml",0,0,NA,Blue and pink speckled with lots of salps and copepods,S237
S237-050-NT,2011-10-27T12:09:00.000Z,-141.34666666666666,14.211666666666666,26.9,34.21,1.2,1,set,1709,12,0.007021650087770626,0,0,0,0,0,0,0,0,NA,0,2,NA,"1 man o' war 3mL, 1 porpita 2 mL",8,0,NA,Low biovolume tow with little gelatinous stuff. Very blue with many copepods and large man o' war.,S237
S237-051-NT,2011-10-28T00:08:00.000Z,-142.10666666666665,14.648333333333333,26.5,34.58,1.2,4,risen,1792,10,0.005580357142857143,0,0,0,0,0,0,0,0,NA,0,1,NA,"1 colonial siphonophore, 3.5cm, 2mL",0,0,NA,Very little biomass but a lot of luminescence,S237
S237-053-NT,2011-10-28T23:17:00.000Z,-143.265,15.581666666666667,25.8,35.07,1.4,4,set,1941.462,7,0.003605530265336123,2,0.25,0,0,0,0,2,0.25,NA,8,4,NA,4 Siphonophores,0,0,NA,"Meager tow, some myctophids, fish larvae, siphonophores",S237
S237-054-NT,2011-10-29T10:58:00.000Z,-144.055,15.976666666666667,25.8,35.01,1.5,3,risen,2476.653,12.5,0.005047134176648889,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,"Very little biomass mostly gelatinous with few copepods and 2-3 fish, nothing large",S237
S237-055-NT,2011-10-29T23:56:00.000Z,-145.03,16.515,25.9,34.84,1.3,18,set,2817,26,0.009229676961306355,6,9,0,0,0,0,6,9,NA,27,2,NA,2 salps,3,0,NA,"Lots of fish.  Majority of biovolume going to mytophids, many under 2cm. Little gelatinous stuff.",S237
S237-056-NT,2011-10-30T13:17:00.000Z,-145.83666666666667,16.64,25.8,34.99,1.1,18,set,2927,1,3.4164673727365904e-4,0,0,0,0,0,0,0,0,NA,29,0,NA,NA,2,0,NA,Very sparse; a few blue copepods and lots of gelatinous goo. Multicolored.,S237
S237-057-NT,2011-10-30T23:06:00.000Z,-146.68,16.813333333333333,25.6,35,1.4,18,set,2520,36,0.014285714285714285,0,0,1,0.6,1,0.6,2,1.2,"1 cephalopod, 0.6mL, 1 fish, 0.6mL",15,3,NA,"1 salp, 0.2mL, 1 siphonophore, 0.3mL, 1 brachiopod, 0.2mL",1,0,NA,"The tow yielded many gelatinous organisms, one large 3cm fish and a brachiopod.",S237
S237-058-NT,2011-10-31T11:07:00.000Z,-147.47666666666666,16.773333333333333,25.6,35.05,1.3,28,risen,1673.959,3,0.0017921585893083403,0,0,0,0,1,0.2,1,0.2,0,0,0,NA,1 porpita -0.2ml,1,0,NA,"Very little biomass - clear or blue colored. Found 1 porpita, but other than that nothing else of considerable size",S237
S237-059-NT,2011-11-01T00:01:00.000Z,-148.43,16.935,26.2,34.69,1.3,38,set,1726.265,7.5,0.004344640017610274,0,0,10,1,0,0,10,1,26 Halobates,26,1,NA,1 siphonophore,2,0,NA,Small cephalopod found in  100ct,S237
S237-060-NT,2011-11-01T00:00:00.000Z,-149.41166666666666,17.256666666666668,26.1,34.79,1.1,38,set,1852,4,0.0021598272138228943,0,0,0,0,0,0,0,0,NA,8,0,NA,NA,2,0,NA,Pink gooey with some blue copepods. Very little biomass.,S237
S237-061-NT,2011-11-02T00:05:00.000Z,-150.40166666666667,17.64,25.9,35.03,1.2,48,risen,1852,10,0.005399568034557235,1,0.2,1,0.2,0,0,2,0.4,N/A,9,1,NA,1 salp - 5ml,1,0,NA,"a lot of egg clumps and protists, very diverse with a lot of crustaceans.",S237
S237-062-NT,2011-11-02T12:03:00.000Z,-151.315,18.118333333333332,25.7,34.98,1.1,48,set,1450,1,6.89655172413793e-4,0,0,0,0,2,4,2,4,"1 flying fish 2cm, 1 bill fish 2 cm",13,0,NA,NA,0,0,NA,"little biomass with 13 halobates, with few colored organisms",S237
S237-063-NT,2011-11-03T00:35:00.000Z,-152.22333333333333,18.316666666666666,25.7,35.06,1.3,58,risen,2400,13,0.005416666666666667,3,2,0,0,0,0,3,2,"1 flying fish, 0.5mL, 2 myctophids, 1.5mL",28,5,NA,"1 medusa 1mL, 3 salps, 2.5mL, 1 crustacean, 2mL",0,0,NA,"Low biovolume with lots of halobates. Unidentified crustacean that looks like a horseshoe crab, lots of copepods in 100ct",S237
S237-064-NT,2011-11-03T12:47:00.000Z,-152.95166666666665,18.405,25.6,35.1,1.3,58,set,1790,4,0.0022346368715083797,0,0,0,0,0,0,0,0,"1 juvenile file fish, 5cm, 1mL",8,0,NA,NA,0,0,NA,Very little biomass. The only thing interesting was the fish.,S237
S237-065-NT,2011-11-03T23:59:00.000Z,-153.88833333333332,18.575,25.8,35.04,1.6,58,risen,1639.513,10,0.0060993721916203164,0,0,0,0,17,2.8,17,2.8,17 stomatapods - 2.8 ml,9,2,NA,2 medusa - 12 ml,0,0,NA,"stomatapod, crabs, jellies oh my! Pinkish brownish in color speckled with blue, one large pteropod and some crab larvae too.",S237
S237-066-NT,2011-11-04T12:24:00.000Z,-154.755,19.071666666666665,25.8,34.97,1.4,68,risen,2018,7,0.003468780971258672,0,0,0,0,1,1,1,1,1 fish,30,0,NA,NA,0,0,NA,"Even amount of red and blue biomass, 5-10 small gelatinous creatures, arround 5-10 active swimmers, 1 fish >2cm.",S237
S237-067-NT,2011-11-05T11:30:00.000Z,-155.99166666666667,19.451666666666668,27,35.1,1.2,76,set,1587,142,0.08947700063011972,0,0,0,0,1,0.1,1,0.1,1 shrimp (blue)-0.1mL,86,0,NA,NA,18,0,NA,"Mostly small gelatinious. Some copepods, lots of halobates. Brown sludge in rinse bucket",S237
